geo_code,indicator_id,indicator_name,value,data_year
MNE,1,Maternal Mortality Ratio,9.38755,2004
MNE,1,Maternal Mortality Ratio,8.39503,2009
MNE,1,Maternal Mortality Ratio,9.39258,2003
MNE,1,Maternal Mortality Ratio,13.24138,1994
MNE,1,Maternal Mortality Ratio,10.53046,2000
MNE,1,Maternal Mortality Ratio,9.1151,1993
MNE,1,Maternal Mortality Ratio,7.18833,2012
MNE,1,Maternal Mortality Ratio,7.19156,2010
MNE,1,Maternal Mortality Ratio,9.41364,2002
MNE,1,Maternal Mortality Ratio,6.96968,2011
MNE,1,Maternal Mortality Ratio,6.11491,2015
MNE,1,Maternal Mortality Ratio,11.27608,1998
MNE,1,Maternal Mortality Ratio,12.64686,1999
MNE,1,Maternal Mortality Ratio,11.47686,1995
MNE,1,Maternal Mortality Ratio,8.07606,2007
MNE,1,Maternal Mortality Ratio,10.41182,1987
MNE,1,Maternal Mortality Ratio,11.19155,1986
MNE,1,Maternal Mortality Ratio,9.02,1992
MNE,1,Maternal Mortality Ratio,6.09441,2014
MNE,1,Maternal Mortality Ratio,6.47137,2013
MNE,1,Maternal Mortality Ratio,8.36149,2008
MNE,1,Maternal Mortality Ratio,5.45676,2017
MNE,1,Maternal Mortality Ratio,12.42395,1996
MNE,1,Maternal Mortality Ratio,5.3854,2018
MNE,1,Maternal Mortality Ratio,11.64563,1997
MNE,1,Maternal Mortality Ratio,5.88192,2016
MNE,1,Maternal Mortality Ratio,8.09826,1989
MNE,1,Maternal Mortality Ratio,7.63848,1988
MNE,1,Maternal Mortality Ratio,7.42936,1990
MNE,1,Maternal Mortality Ratio,7.29191,1991
MNE,1,Maternal Mortality Ratio,9.42944,2006
OMN,1,Maternal Mortality Ratio,19.72671,2005
OMN,1,Maternal Mortality Ratio,19.47202,1995
OMN,1,Maternal Mortality Ratio,20.40937,1996
OMN,1,Maternal Mortality Ratio,31.05675,1985
OMN,1,Maternal Mortality Ratio,21.45682,1992
OMN,1,Maternal Mortality Ratio,19.78103,2000
OMN,1,Maternal Mortality Ratio,19.47713,1999
OMN,1,Maternal Mortality Ratio,21.24477,2008
OMN,1,Maternal Mortality Ratio,14.67655,2016
OMN,1,Maternal Mortality Ratio,20.93607,2006
OMN,1,Maternal Mortality Ratio,28.2666,1987
OMN,1,Maternal Mortality Ratio,20.03894,2001
OMN,1,Maternal Mortality Ratio,23.01445,1990
OMN,1,Maternal Mortality Ratio,20.47904,1994
OMN,1,Maternal Mortality Ratio,15.18991,2017
OMN,1,Maternal Mortality Ratio,22.1099,2007
OMN,1,Maternal Mortality Ratio,16.75951,2012
OMN,1,Maternal Mortality Ratio,17.00671,2020
OMN,1,Maternal Mortality Ratio,19.75604,2003
OMN,1,Maternal Mortality Ratio,24.3449,1989
OMN,1,Maternal Mortality Ratio,20.74688,1997
OMN,1,Maternal Mortality Ratio,17.3208,2011
OMN,1,Maternal Mortality Ratio,30.31926,1986
OMN,1,Maternal Mortality Ratio,20.42604,2004
OMN,1,Maternal Mortality Ratio,15.58876,2019
OMN,1,Maternal Mortality Ratio,15.58875,2014
OMN,1,Maternal Mortality Ratio,20.20643,1993
OMN,1,Maternal Mortality Ratio,18.09182,2010
OMN,1,Maternal Mortality Ratio,26.3145,1988
OMN,1,Maternal Mortality Ratio,15.07241,2015
OMN,1,Maternal Mortality Ratio,18.28865,1998
OMN,1,Maternal Mortality Ratio,20.63284,2009
OMN,1,Maternal Mortality Ratio,15.86888,2018
OMN,1,Maternal Mortality Ratio,21.82213,2002
OMN,1,Maternal Mortality Ratio,21.31712,1991
OMN,1,Maternal Mortality Ratio,16.18597,2013
GNB,1,Maternal Mortality Ratio,1405.55648,1993
GNB,1,Maternal Mortality Ratio,1456.56525,1997
GNB,1,Maternal Mortality Ratio,1136.31975,2002
GNB,1,Maternal Mortality Ratio,732.56161,2014
GNB,1,Maternal Mortality Ratio,741.70323,2013
GNB,1,Maternal Mortality Ratio,725.09243,2020
GNB,1,Maternal Mortality Ratio,976.94744,2005
GNB,1,Maternal Mortality Ratio,844.71633,2007
GNB,1,Maternal Mortality Ratio,1300.15954,2000
GNB,1,Maternal Mortality Ratio,709.50776,2019
GNB,1,Maternal Mortality Ratio,803.51953,2009
GNB,1,Maternal Mortality Ratio,1406.73779,1999
GNB,1,Maternal Mortality Ratio,1100.19473,2003
GNB,1,Maternal Mortality Ratio,841.07853,2008
GNB,1,Maternal Mortality Ratio,705.47731,2017
GNB,1,Maternal Mortality Ratio,648.23576,2018
GNB,1,Maternal Mortality Ratio,1423.45605,1994
GNB,1,Maternal Mortality Ratio,794.51926,2010
GNB,1,Maternal Mortality Ratio,1451.20019,1991
GNB,1,Maternal Mortality Ratio,1492.83878,1990
GNB,1,Maternal Mortality Ratio,712.52747,2015
GNB,1,Maternal Mortality Ratio,1634.09958,1987
GNB,1,Maternal Mortality Ratio,1364.12508,1995
GNB,1,Maternal Mortality Ratio,758.15716,2012
GNB,1,Maternal Mortality Ratio,1401.27061,1998
GNB,1,Maternal Mortality Ratio,1439.51664,1992
GNB,1,Maternal Mortality Ratio,767.30984,2011
GNB,1,Maternal Mortality Ratio,1637.76075,1986
GNB,1,Maternal Mortality Ratio,1203.17977,2001
GNB,1,Maternal Mortality Ratio,1651.92471,1985
GNB,1,Maternal Mortality Ratio,1534.6663,1989
GNB,1,Maternal Mortality Ratio,1558.58661,1988
GNB,1,Maternal Mortality Ratio,874.76097,2006
GNB,1,Maternal Mortality Ratio,1007.82697,2004
GNB,1,Maternal Mortality Ratio,1387.23891,1996
GNB,1,Maternal Mortality Ratio,673.20238,2016
SRB,1,Maternal Mortality Ratio,11.46952,2018
SRB,1,Maternal Mortality Ratio,14.8507,2001
SRB,1,Maternal Mortality Ratio,10.18134,2020
SRB,1,Maternal Mortality Ratio,12.00503,2017
SRB,1,Maternal Mortality Ratio,16.93784,1985
SRB,1,Maternal Mortality Ratio,15.22975,1991
SRB,1,Maternal Mortality Ratio,15.83477,1989
SRB,1,Maternal Mortality Ratio,16.12241,2005
SRB,1,Maternal Mortality Ratio,15.42928,1988
SRB,1,Maternal Mortality Ratio,15.04759,1996
SRB,1,Maternal Mortality Ratio,12.95013,2013
SRB,1,Maternal Mortality Ratio,13.9629,2011
SRB,1,Maternal Mortality Ratio,15.40794,2007
SRB,1,Maternal Mortality Ratio,15.1377,1990
SRB,1,Maternal Mortality Ratio,14.86783,2008
SRB,1,Maternal Mortality Ratio,14.23741,2010
SRB,1,Maternal Mortality Ratio,15.84812,1997
SRB,1,Maternal Mortality Ratio,14.207,1999
SRB,1,Maternal Mortality Ratio,15.4618,2004
SRB,1,Maternal Mortality Ratio,16.13478,1992
SRB,1,Maternal Mortality Ratio,14.66891,2002
SRB,1,Maternal Mortality Ratio,13.45022,2012
SRB,1,Maternal Mortality Ratio,17.14909,1995
SRB,1,Maternal Mortality Ratio,17.81678,2000
SRB,1,Maternal Mortality Ratio,12.68457,2015
SRB,1,Maternal Mortality Ratio,17.67686,1994
SRB,1,Maternal Mortality Ratio,12.70803,2014
SRB,1,Maternal Mortality Ratio,12.11222,2016
SRB,1,Maternal Mortality Ratio,16.22255,1987
SRB,1,Maternal Mortality Ratio,15.92018,2006
SRB,1,Maternal Mortality Ratio,10.47125,2019
SRB,1,Maternal Mortality Ratio,14.42046,2003
SRB,1,Maternal Mortality Ratio,14.6713,2009
SRB,1,Maternal Mortality Ratio,16.59922,1993
SRB,1,Maternal Mortality Ratio,16.91856,1986
SRB,1,Maternal Mortality Ratio,17.50433,1998
SDN,1,Maternal Mortality Ratio,975.14158,1986
SDN,1,Maternal Mortality Ratio,972.62384,1998
SDN,1,Maternal Mortality Ratio,297.98604,2019
SDN,1,Maternal Mortality Ratio,624.44155,2002
SDN,1,Maternal Mortality Ratio,858.02914,1996
SDN,1,Maternal Mortality Ratio,597.70928,2003
SDN,1,Maternal Mortality Ratio,525.3036,2005
SDN,1,Maternal Mortality Ratio,840.41458,1997
SDN,1,Maternal Mortality Ratio,394.13057,2009
SDN,1,Maternal Mortality Ratio,636.00433,2001
SDN,1,Maternal Mortality Ratio,353.9526,2011
SDN,1,Maternal Mortality Ratio,383.37806,2010
SDN,1,Maternal Mortality Ratio,450.03225,2008
SDN,1,Maternal Mortality Ratio,298.29261,2015
SDN,1,Maternal Mortality Ratio,1634.43615,1988
SDN,1,Maternal Mortality Ratio,1032.45402,1989
SDN,1,Maternal Mortality Ratio,1165.52093,1985
SDN,1,Maternal Mortality Ratio,692.52363,1999
SDN,1,Maternal Mortality Ratio,300.79042,2014
SDN,1,Maternal Mortality Ratio,980.39992,1990
SDN,1,Maternal Mortality Ratio,563.76396,2004
SDN,1,Maternal Mortality Ratio,642.18473,2000
SDN,1,Maternal Mortality Ratio,1100.82215,1993
SDN,1,Maternal Mortality Ratio,498.88227,2006
SDN,1,Maternal Mortality Ratio,322.91,2013
SDN,1,Maternal Mortality Ratio,893.17869,1995
SDN,1,Maternal Mortality Ratio,301.44909,2016
SDN,1,Maternal Mortality Ratio,1125.18254,1992
SDN,1,Maternal Mortality Ratio,443.03189,2007
SDN,1,Maternal Mortality Ratio,289.64138,2017
SDN,1,Maternal Mortality Ratio,270.35535,2020
SDN,1,Maternal Mortality Ratio,292.99187,2018
SDN,1,Maternal Mortality Ratio,1250.49755,1987
SDN,1,Maternal Mortality Ratio,963.90316,1991
SDN,1,Maternal Mortality Ratio,770.84587,1994
SDN,1,Maternal Mortality Ratio,329.51593,2012
SWZ,1,Maternal Mortality Ratio,424.51597,1987
SWZ,1,Maternal Mortality Ratio,370.88701,1989
SWZ,1,Maternal Mortality Ratio,364.60291,1992
SWZ,1,Maternal Mortality Ratio,500.45463,1996
SWZ,1,Maternal Mortality Ratio,227.99456,2019
SWZ,1,Maternal Mortality Ratio,484.34329,1985
SWZ,1,Maternal Mortality Ratio,432.76955,1994
SWZ,1,Maternal Mortality Ratio,677.99587,2005
SWZ,1,Maternal Mortality Ratio,663.55224,2007
SWZ,1,Maternal Mortality Ratio,600.28004,2001
SWZ,1,Maternal Mortality Ratio,588.3451,2000
SWZ,1,Maternal Mortality Ratio,599.43839,2012
SWZ,1,Maternal Mortality Ratio,359.63852,1991
SWZ,1,Maternal Mortality Ratio,606.83675,2002
SWZ,1,Maternal Mortality Ratio,691.41351,2008
SWZ,1,Maternal Mortality Ratio,275.4485,2016
SWZ,1,Maternal Mortality Ratio,512.13198,1997
SWZ,1,Maternal Mortality Ratio,426.07155,2014
SWZ,1,Maternal Mortality Ratio,239.63239,2020
SWZ,1,Maternal Mortality Ratio,388.97419,1993
SWZ,1,Maternal Mortality Ratio,551.61742,1999
SWZ,1,Maternal Mortality Ratio,627.04795,2011
SWZ,1,Maternal Mortality Ratio,783.43238,2009
SWZ,1,Maternal Mortality Ratio,218.30115,2018
SWZ,1,Maternal Mortality Ratio,354.84637,1990
SWZ,1,Maternal Mortality Ratio,643.55495,2006
SWZ,1,Maternal Mortality Ratio,236.91407,2017
SWZ,1,Maternal Mortality Ratio,378.1353,1988
SWZ,1,Maternal Mortality Ratio,450.42167,1986
SWZ,1,Maternal Mortality Ratio,512.46286,2013
SWZ,1,Maternal Mortality Ratio,671.51166,2010
SWZ,1,Maternal Mortality Ratio,451.02962,1995
SWZ,1,Maternal Mortality Ratio,532.68806,1998
SWZ,1,Maternal Mortality Ratio,660.23639,2003
SWZ,1,Maternal Mortality Ratio,662.75769,2004
SWZ,1,Maternal Mortality Ratio,338.22439,2015
TTO,1,Maternal Mortality Ratio,92.9492,1996
TTO,1,Maternal Mortality Ratio,101.67175,1986
TTO,1,Maternal Mortality Ratio,45.17365,2009
TTO,1,Maternal Mortality Ratio,99.20296,1994
TTO,1,Maternal Mortality Ratio,98.63141,1995
TTO,1,Maternal Mortality Ratio,29.4286,2016
TTO,1,Maternal Mortality Ratio,89.50216,1997
TTO,1,Maternal Mortality Ratio,109.21356,1993
TTO,1,Maternal Mortality Ratio,73.88452,2000
TTO,1,Maternal Mortality Ratio,79.03432,1998
TTO,1,Maternal Mortality Ratio,101.59277,1989
TTO,1,Maternal Mortality Ratio,66.59393,2001
TTO,1,Maternal Mortality Ratio,54.12417,2008
TTO,1,Maternal Mortality Ratio,53.7427,2007
TTO,1,Maternal Mortality Ratio,55.75127,2005
TTO,1,Maternal Mortality Ratio,34.92732,2014
TTO,1,Maternal Mortality Ratio,44.31872,2011
TTO,1,Maternal Mortality Ratio,36.88906,2013
TTO,1,Maternal Mortality Ratio,58.24568,2002
TTO,1,Maternal Mortality Ratio,105.89213,1987
TTO,1,Maternal Mortality Ratio,106.63244,1988
TTO,1,Maternal Mortality Ratio,26.34571,2019
TTO,1,Maternal Mortality Ratio,56.74608,2004
TTO,1,Maternal Mortality Ratio,40.69307,2012
TTO,1,Maternal Mortality Ratio,100.11734,1991
TTO,1,Maternal Mortality Ratio,26.583,2020
TTO,1,Maternal Mortality Ratio,108.89641,1985
TTO,1,Maternal Mortality Ratio,64.61299,2003
TTO,1,Maternal Mortality Ratio,46.78089,2010
TTO,1,Maternal Mortality Ratio,117.17288,1990
TTO,1,Maternal Mortality Ratio,84.47677,1999
TTO,1,Maternal Mortality Ratio,109.57012,1992
TTO,1,Maternal Mortality Ratio,27.61219,2018
TTO,1,Maternal Mortality Ratio,56.14031,2006
TTO,1,Maternal Mortality Ratio,31.14383,2015
TTO,1,Maternal Mortality Ratio,28.48674,2017
UGA,1,Maternal Mortality Ratio,381.81739,2007
UGA,1,Maternal Mortality Ratio,442.41531,2004
UGA,1,Maternal Mortality Ratio,358.52491,2011
UGA,1,Maternal Mortality Ratio,541.57026,1995
UGA,1,Maternal Mortality Ratio,334.36888,2012
UGA,1,Maternal Mortality Ratio,526.45811,1996
UGA,1,Maternal Mortality Ratio,452.50097,2002
UGA,1,Maternal Mortality Ratio,312.85461,2017
UGA,1,Maternal Mortality Ratio,331.56317,2014
UGA,1,Maternal Mortality Ratio,283.32194,2018
UGA,1,Maternal Mortality Ratio,390.76472,2008
UGA,1,Maternal Mortality Ratio,318.52362,2015
UGA,1,Maternal Mortality Ratio,561.89856,1994
UGA,1,Maternal Mortality Ratio,583.10756,1993
UGA,1,Maternal Mortality Ratio,671.13931,1987
UGA,1,Maternal Mortality Ratio,602.28688,1990
UGA,1,Maternal Mortality Ratio,633.02444,1988
UGA,1,Maternal Mortality Ratio,594.16727,1991
UGA,1,Maternal Mortality Ratio,448.6293,2003
UGA,1,Maternal Mortality Ratio,578.46583,1992
UGA,1,Maternal Mortality Ratio,291.64169,2019
UGA,1,Maternal Mortality Ratio,371.98699,2010
UGA,1,Maternal Mortality Ratio,757.21141,1985
UGA,1,Maternal Mortality Ratio,614.63341,1989
UGA,1,Maternal Mortality Ratio,310.613,2013
UGA,1,Maternal Mortality Ratio,461.45951,2000
UGA,1,Maternal Mortality Ratio,486.03443,1998
UGA,1,Maternal Mortality Ratio,518.22003,1997
UGA,1,Maternal Mortality Ratio,718.4201,1986
UGA,1,Maternal Mortality Ratio,284.14078,2020
UGA,1,Maternal Mortality Ratio,452.76831,2001
UGA,1,Maternal Mortality Ratio,310.7271,2016
UGA,1,Maternal Mortality Ratio,391.41636,2009
UGA,1,Maternal Mortality Ratio,416.233,2006
UGA,1,Maternal Mortality Ratio,467.82474,1999
UGA,1,Maternal Mortality Ratio,435.35471,2005
COM,1,Maternal Mortality Ratio,364.85255,2006
COM,1,Maternal Mortality Ratio,296.96368,2012
COM,1,Maternal Mortality Ratio,236.59631,2019
COM,1,Maternal Mortality Ratio,434.82113,2001
COM,1,Maternal Mortality Ratio,360.46148,2005
COM,1,Maternal Mortality Ratio,374.41507,2004
COM,1,Maternal Mortality Ratio,255.12814,2016
COM,1,Maternal Mortality Ratio,455.69693,2000
COM,1,Maternal Mortality Ratio,284.52306,2013
COM,1,Maternal Mortality Ratio,358.48359,2007
COM,1,Maternal Mortality Ratio,656.21179,1985
COM,1,Maternal Mortality Ratio,613.02227,1988
COM,1,Maternal Mortality Ratio,594.16611,1992
COM,1,Maternal Mortality Ratio,623.7057,1989
COM,1,Maternal Mortality Ratio,260.75192,2015
COM,1,Maternal Mortality Ratio,462.88409,1997
COM,1,Maternal Mortality Ratio,612.31892,1991
COM,1,Maternal Mortality Ratio,243.56516,2018
COM,1,Maternal Mortality Ratio,392.2345,2002
COM,1,Maternal Mortality Ratio,482.12741,1995
COM,1,Maternal Mortality Ratio,316.17192,2010
COM,1,Maternal Mortality Ratio,448.9667,1998
COM,1,Maternal Mortality Ratio,477.60033,1996
COM,1,Maternal Mortality Ratio,240.58492,2017
COM,1,Maternal Mortality Ratio,541.56899,1994
COM,1,Maternal Mortality Ratio,447.43982,1999
COM,1,Maternal Mortality Ratio,602.60313,1990
COM,1,Maternal Mortality Ratio,291.84939,2014
COM,1,Maternal Mortality Ratio,360.85235,2008
COM,1,Maternal Mortality Ratio,385.2364,2003
COM,1,Maternal Mortality Ratio,646.4123,1987
COM,1,Maternal Mortality Ratio,292.61009,2011
COM,1,Maternal Mortality Ratio,311.10476,2009
COM,1,Maternal Mortality Ratio,635.8946,1986
COM,1,Maternal Mortality Ratio,521.1115,1993
COM,1,Maternal Mortality Ratio,216.95373,2020
DNK,1,Maternal Mortality Ratio,5.10783,2014
DNK,1,Maternal Mortality Ratio,7.4246,2004
DNK,1,Maternal Mortality Ratio,4.51945,2019
DNK,1,Maternal Mortality Ratio,5.6015,2015
DNK,1,Maternal Mortality Ratio,8.2107,2002
DNK,1,Maternal Mortality Ratio,10.32251,1994
DNK,1,Maternal Mortality Ratio,10.67557,1992
DNK,1,Maternal Mortality Ratio,6.62904,2006
DNK,1,Maternal Mortality Ratio,12.98978,1988
DNK,1,Maternal Mortality Ratio,8.20325,2001
DNK,1,Maternal Mortality Ratio,4.99946,2017
DNK,1,Maternal Mortality Ratio,6.65463,2011
DNK,1,Maternal Mortality Ratio,11.31283,1991
DNK,1,Maternal Mortality Ratio,9.88344,1996
DNK,1,Maternal Mortality Ratio,6.31267,2012
DNK,1,Maternal Mortality Ratio,6.90089,2005
DNK,1,Maternal Mortality Ratio,4.65772,2020
DNK,1,Maternal Mortality Ratio,8.69011,1998
DNK,1,Maternal Mortality Ratio,6.81576,2009
DNK,1,Maternal Mortality Ratio,11.47371,1985
DNK,1,Maternal Mortality Ratio,6.81858,2008
DNK,1,Maternal Mortality Ratio,7.0482,2007
DNK,1,Maternal Mortality Ratio,12.67883,1989
DNK,1,Maternal Mortality Ratio,8.80503,1999
DNK,1,Maternal Mortality Ratio,10.77153,1987
DNK,1,Maternal Mortality Ratio,5.47726,2016
DNK,1,Maternal Mortality Ratio,5.01327,2018
DNK,1,Maternal Mortality Ratio,11.66962,1990
DNK,1,Maternal Mortality Ratio,8.03473,2000
DNK,1,Maternal Mortality Ratio,9.65092,1997
DNK,1,Maternal Mortality Ratio,10.42396,1995
DNK,1,Maternal Mortality Ratio,10.59074,1993
DNK,1,Maternal Mortality Ratio,5.12522,2013
DNK,1,Maternal Mortality Ratio,7.65942,2003
DNK,1,Maternal Mortality Ratio,6.52436,2010
DNK,1,Maternal Mortality Ratio,11.23423,1986
HTI,1,Maternal Mortality Ratio,490.6278,1996
HTI,1,Maternal Mortality Ratio,683.86085,1987
HTI,1,Maternal Mortality Ratio,394.16336,2009
HTI,1,Maternal Mortality Ratio,366.35149,2007
HTI,1,Maternal Mortality Ratio,350.60109,2017
HTI,1,Maternal Mortality Ratio,384.02588,2012
HTI,1,Maternal Mortality Ratio,388.55569,2002
HTI,1,Maternal Mortality Ratio,391.06022,2015
HTI,1,Maternal Mortality Ratio,342.76057,2006
HTI,1,Maternal Mortality Ratio,710.37265,1985
HTI,1,Maternal Mortality Ratio,372.65156,2003
HTI,1,Maternal Mortality Ratio,673.84479,1988
HTI,1,Maternal Mortality Ratio,462.75579,1998
HTI,1,Maternal Mortality Ratio,691.85039,1986
HTI,1,Maternal Mortality Ratio,362.92487,2005
HTI,1,Maternal Mortality Ratio,399.73795,2000
HTI,1,Maternal Mortality Ratio,408.54604,1999
HTI,1,Maternal Mortality Ratio,544.65438,1995
HTI,1,Maternal Mortality Ratio,382.98683,2008
HTI,1,Maternal Mortality Ratio,429.12925,2004
HTI,1,Maternal Mortality Ratio,630.94479,1992
HTI,1,Maternal Mortality Ratio,424.37631,2011
HTI,1,Maternal Mortality Ratio,392.06106,2013
HTI,1,Maternal Mortality Ratio,683.09323,1990
HTI,1,Maternal Mortality Ratio,416.80937,2001
HTI,1,Maternal Mortality Ratio,585.74995,1994
HTI,1,Maternal Mortality Ratio,358.7682,2018
HTI,1,Maternal Mortality Ratio,348.66592,2019
HTI,1,Maternal Mortality Ratio,679.1576,1989
HTI,1,Maternal Mortality Ratio,480.24993,1997
HTI,1,Maternal Mortality Ratio,402.89021,2010
HTI,1,Maternal Mortality Ratio,587.69124,1993
HTI,1,Maternal Mortality Ratio,633.88343,1991
HTI,1,Maternal Mortality Ratio,388.08327,2016
HTI,1,Maternal Mortality Ratio,350.40023,2020
HTI,1,Maternal Mortality Ratio,388.7651,2014
IRN,1,Maternal Mortality Ratio,59.88075,1995
IRN,1,Maternal Mortality Ratio,52.05232,1998
IRN,1,Maternal Mortality Ratio,28.57518,2007
IRN,1,Maternal Mortality Ratio,23.46767,2013
IRN,1,Maternal Mortality Ratio,59.86153,1994
IRN,1,Maternal Mortality Ratio,29.51206,2006
IRN,1,Maternal Mortality Ratio,31.56994,2010
IRN,1,Maternal Mortality Ratio,102.34549,1985
IRN,1,Maternal Mortality Ratio,20.87619,2019
IRN,1,Maternal Mortality Ratio,81.6476,1989
IRN,1,Maternal Mortality Ratio,17.43931,2018
IRN,1,Maternal Mortality Ratio,18.45986,2017
IRN,1,Maternal Mortality Ratio,41.0059,2002
IRN,1,Maternal Mortality Ratio,19.81756,2016
IRN,1,Maternal Mortality Ratio,42.07788,2001
IRN,1,Maternal Mortality Ratio,36.52495,2009
IRN,1,Maternal Mortality Ratio,45.02696,1999
IRN,1,Maternal Mortality Ratio,37.96192,2004
IRN,1,Maternal Mortality Ratio,43.50427,2000
IRN,1,Maternal Mortality Ratio,22.01889,2020
IRN,1,Maternal Mortality Ratio,40.89818,2003
IRN,1,Maternal Mortality Ratio,67.30126,1992
IRN,1,Maternal Mortality Ratio,25.86525,2011
IRN,1,Maternal Mortality Ratio,61.79278,1993
IRN,1,Maternal Mortality Ratio,55.49371,1996
IRN,1,Maternal Mortality Ratio,98.66146,1987
IRN,1,Maternal Mortality Ratio,53.54682,1997
IRN,1,Maternal Mortality Ratio,76.61473,1990
IRN,1,Maternal Mortality Ratio,30.22402,2005
IRN,1,Maternal Mortality Ratio,99.75939,1986
IRN,1,Maternal Mortality Ratio,72.03216,1991
IRN,1,Maternal Mortality Ratio,20.06037,2015
IRN,1,Maternal Mortality Ratio,32.807,2008
IRN,1,Maternal Mortality Ratio,20.89581,2014
IRN,1,Maternal Mortality Ratio,22.78361,2012
IRN,1,Maternal Mortality Ratio,91.92818,1988
LUX,1,Maternal Mortality Ratio,6.92088,2015
LUX,1,Maternal Mortality Ratio,12.27647,2003
LUX,1,Maternal Mortality Ratio,6.95618,2011
LUX,1,Maternal Mortality Ratio,11.38945,2006
LUX,1,Maternal Mortality Ratio,6.62667,2018
LUX,1,Maternal Mortality Ratio,10.93026,1990
LUX,1,Maternal Mortality Ratio,6.72579,2017
LUX,1,Maternal Mortality Ratio,10.47353,2004
LUX,1,Maternal Mortality Ratio,11.55392,1992
LUX,1,Maternal Mortality Ratio,9.25856,2000
LUX,1,Maternal Mortality Ratio,11.12925,1994
LUX,1,Maternal Mortality Ratio,10.88979,1996
LUX,1,Maternal Mortality Ratio,10.32282,2008
LUX,1,Maternal Mortality Ratio,6.28768,2014
LUX,1,Maternal Mortality Ratio,14.83833,1987
LUX,1,Maternal Mortality Ratio,8.27141,2010
LUX,1,Maternal Mortality Ratio,11.4685,2001
LUX,1,Maternal Mortality Ratio,8.27981,2013
LUX,1,Maternal Mortality Ratio,6.3304,2016
LUX,1,Maternal Mortality Ratio,11.26822,1999
LUX,1,Maternal Mortality Ratio,10.6829,2005
LUX,1,Maternal Mortality Ratio,10.70975,1988
LUX,1,Maternal Mortality Ratio,11.73649,1989
LUX,1,Maternal Mortality Ratio,10.90083,1993
LUX,1,Maternal Mortality Ratio,8.45208,2009
LUX,1,Maternal Mortality Ratio,6.41366,2019
LUX,1,Maternal Mortality Ratio,6.4855,2020
LUX,1,Maternal Mortality Ratio,8.47788,2012
LUX,1,Maternal Mortality Ratio,11.21259,2002
LUX,1,Maternal Mortality Ratio,12.56004,1985
LUX,1,Maternal Mortality Ratio,9.22603,2007
LUX,1,Maternal Mortality Ratio,10.55232,1995
LUX,1,Maternal Mortality Ratio,10.26806,1991
LUX,1,Maternal Mortality Ratio,11.99387,1997
LUX,1,Maternal Mortality Ratio,11.40894,1998
LUX,1,Maternal Mortality Ratio,14.46527,1986
MYS,1,Maternal Mortality Ratio,43.64475,1994
MYS,1,Maternal Mortality Ratio,42.79704,1998
MYS,1,Maternal Mortality Ratio,22.33749,2015
MYS,1,Maternal Mortality Ratio,46.14511,1992
MYS,1,Maternal Mortality Ratio,49.8026,1988
MYS,1,Maternal Mortality Ratio,54.29317,1987
MYS,1,Maternal Mortality Ratio,21.93931,2016
MYS,1,Maternal Mortality Ratio,48.63973,1990
MYS,1,Maternal Mortality Ratio,21.61505,2017
MYS,1,Maternal Mortality Ratio,35.71288,2001
MYS,1,Maternal Mortality Ratio,36.47183,2002
MYS,1,Maternal Mortality Ratio,29.52574,2009
